page,cardIndex,row,column,sourceId,predictionId,score,box,width,height,tileId,tileOrigin,modelProfile,threshold
1,1,1,1,22,22_pred_00002,0.203969,"['1005.605', '1272.126', '1047.577', '1313.974']",41.972,41.848,22__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
1,2,1,2,22,22_pred_00004,0.167613,"['900.347', '712.452', '943.342', '756.528']",42.995,44.076,22__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
1,3,1,3,22,22_pred_00005,0.163133,"['93.727', '1177.297', '136.101', '1220.494']",42.374,43.197,22__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
1,4,1,4,22,22_pred_00007,0.152034,"['526.071', '100.245', '568.590', '143.592']",42.519,43.347,22__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
1,5,2,1,22,22_pred_00008,0.144932,"['548.602', '731.961', '590.415', '774.078']",41.813,42.117,22__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
1,6,2,2,22,22_pred_00010,0.143113,"['244.362', '1115.225', '286.564', '1157.730']",42.202,42.505,22__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
1,7,2,3,22,22_pred_00011,0.142637,"['651.743', '712.962', '693.521', '755.964']",41.778,43.002,22__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
1,8,2,4,22,22_pred_00012,0.141889,"['58.035', '78.681', '162.966', '143.719']",104.931,65.038,22__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
1,9,3,1,22,22_pred_00013,0.141768,"['658.194', '1172.934', '700.027', '1217.657']",41.833,44.723,22__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
1,10,3,2,22,22_pred_00017,0.132226,"['94.318', '171.695', '136.339', '216.443']",42.021,44.748,22__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
1,11,3,3,22,22_pred_00018,0.130160,"['503.012', '348.007', '544.974', '392.203']",41.962,44.196,22__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
1,12,3,4,22,22_pred_00019,0.129666,"['799.841', '333.047', '890.440', '405.271']",90.599,72.224,22__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
1,13,4,1,22,22_pred_00022,0.126935,"['101.556', '1210.198', '143.972', '1253.624']",42.416,43.426,22__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
1,14,4,2,22,22_pred_00023,0.126743,"['263.971', '1392.562', '309.138', '1437.493']",45.167,44.931,22__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
1,15,4,3,22,22_pred_00024,0.125716,"['770.273', '1005.939', '813.667', '1049.244']",43.394,43.305,22__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
1,16,4,4,22,22_pred_00025,0.125652,"['448.060', '980.653', '487.579', '1022.838']",39.519,42.185,22__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
1,17,5,1,35,35_pred_00001,0.221773,"['728.510', '1334.595', '772.636', '1377.785']",44.126,43.190,35__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
1,18,5,2,35,35_pred_00003,0.209029,"['616.722', '1316.700', '659.240', '1359.949']",42.518,43.249,35__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
1,19,5,3,35,35_pred_00004,0.203402,"['718.040', '1147.960', '760.011', '1190.083']",41.971,42.123,35__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
1,20,5,4,35,35_pred_00005,0.202759,"['387.679', '1312.084', '430.061', '1355.926']",42.382,43.842,35__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
2,21,1,1,35,35_pred_00006,0.202620,"['479.886', '1131.995', '523.777', '1174.280']",43.891,42.285,35__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
2,22,1,2,35,35_pred_00008,0.184954,"['386.070', '1199.446', '430.008', '1243.492']",43.938,44.046,35__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
2,23,1,3,35,35_pred_00010,0.180663,"['634.802', '223.702', '677.954', '267.779']",43.152,44.077,35__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
2,24,1,4,35,35_pred_00011,0.179821,"['59.907', '889.837', '103.305', '932.976']",43.398,43.139,35__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
2,25,2,1,35,35_pred_00012,0.176996,"['881.383', '1045.161', '925.179', '1088.966']",43.796,43.805,35__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
2,26,2,2,35,35_pred_00014,0.171893,"['627.967', '868.978', '670.880', '912.173']",42.913,43.195,35__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
2,27,2,3,35,35_pred_00018,0.157631,"['777.490', '1312.689', '819.634', '1355.573']",42.144,42.884,35__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
2,28,2,4,35,35_pred_00019,0.156030,"['666.870', '1333.610', '709.778', '1377.456']",42.908,43.846,35__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
2,29,3,1,35,35_pred_00020,0.151827,"['464.029', '23.079', '507.132', '65.488']",43.103,42.409,35__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
2,30,3,2,35,35_pred_00021,0.151703,"['651.371', '212.373', '694.093', '255.994']",42.722,43.621,35__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
2,31,3,3,35,35_pred_00023,0.146564,"['755.105', '804.171', '800.840', '848.470']",45.735,44.299,35__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
2,32,3,4,35,35_pred_00024,0.146372,"['1023.983', '145.894', '1066.222', '185.942']",42.239,40.048,35__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
2,33,4,1,35,35_pred_00025,0.143946,"['777.828', '369.291', '818.316', '408.812']",40.488,39.521,35__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
2,34,4,2,35,35_pred_00026,0.143911,"['755.025', '1063.618', '796.396', '1108.776']",41.371,45.158,35__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
2,35,4,3,35,35_pred_00027,0.140191,"['422.049', '1269.787', '466.233', '1313.443']",44.184,43.656,35__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
2,36,4,4,35,35_pred_00028,0.138654,"['757.939', '1228.637', '802.238', '1273.476']",44.299,44.839,35__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
2,37,5,1,35,35_pred_00029,0.137627,"['133.031', '1295.309', '175.741', '1338.848']",42.710,43.539,35__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
2,38,5,2,35,35_pred_00030,0.137531,"['380.945', '732.396', '423.913', '776.969']",42.968,44.573,35__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
2,39,5,3,35,35_pred_00031,0.137460,"['812.222', '244.210', '853.586', '287.531']",41.364,43.321,35__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
2,40,5,4,35,35_pred_00033,0.136758,"['736.458', '730.380', '779.870', '773.763']",43.412,43.383,35__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
3,41,1,1,35,35_pred_00034,0.136631,"['223.267', '1207.531', '267.318', '1251.710']",44.051,44.179,35__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
3,42,1,2,35,35_pred_00037,0.135174,"['736.598', '1136.523', '779.732', '1180.008']",43.134,43.485,35__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
3,43,1,3,35,35_pred_00038,0.135113,"['778.455', '750.967', '821.159', '794.459']",42.704,43.492,35__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
3,44,1,4,35,35_pred_00039,0.134032,"['102.065', '1252.515', '144.402', '1295.521']",42.337,43.006,35__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
3,45,2,1,35,35_pred_00042,0.130483,"['462.470', '1119.243', '506.561', '1162.820']",44.091,43.577,35__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
3,46,2,2,35,35_pred_00043,0.129097,"['647.875', '731.245', '689.528', '773.152']",41.653,41.907,35__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
3,47,2,3,35,35_pred_00044,0.128988,"['284.882', '592.359', '327.477', '634.283']",42.595,41.924,35__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
3,48,2,4,35,35_pred_00045,0.128147,"['172.248', '212.428', '214.777', '255.532']",42.529,43.104,35__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
3,49,3,1,35,35_pred_00046,0.127277,"['790.519', '1030.170', '835.858', '1073.536']",45.339,43.366,35__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
3,50,3,2,35,35_pred_00047,0.127174,"['404.377', '1103.061', '446.533', '1151.294']",42.156,48.233,35__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
3,51,3,3,35,35_pred_00048,0.126082,"['212.113', '135.004', '254.332', '177.649']",42.219,42.645,35__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
3,52,3,4,35,35_pred_00049,0.125485,"['2.817', '306.912', '41.334', '346.425']",38.517,39.513,35__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
3,53,4,1,35,35_pred_00050,0.125354,"['140.544', '1048.884', '185.724', '1094.527']",45.180,45.643,35__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
3,54,4,2,42,42_pred_00001,0.282991,"['171.898', '213.170', '214.201', '255.550']",42.303,42.380,42__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
3,55,4,3,42,42_pred_00004,0.208398,"['210.920', '1137.647', '252.891', '1179.769']",41.971,42.122,42__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
3,56,4,4,42,42_pred_00006,0.203680,"['634.013', '985.205', '678.312', '1029.275']",44.299,44.070,42__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
3,57,5,1,42,42_pred_00008,0.197092,"['76.579', '120.746', '119.443', '163.332']",42.864,42.586,42__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
3,58,5,2,42,42_pred_00009,0.193542,"['437.924', '440.830', '482.014', '484.021']",44.090,43.191,42__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
3,59,5,3,42,42_pred_00010,0.192151,"['658.676', '95.417', '748.043', '164.084']",89.367,68.667,42__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
3,60,5,4,42,42_pred_00011,0.190108,"['327.206', '96.820', '370.130', '139.585']",42.924,42.765,42__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
4,61,1,1,42,42_pred_00012,0.186161,"['132.081', '1255.234', '175.725', '1298.439']",43.644,43.205,42__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
4,62,1,2,42,42_pred_00013,0.184911,"['1023.605', '809.914', '1067.015', '852.495']",43.410,42.581,42__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
4,63,1,3,42,42_pred_00014,0.180194,"['424.319', '889.869', '468.911', '934.430']",44.592,44.561,42__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
4,64,1,4,42,42_pred_00015,0.176575,"['1067.896', '674.109', '1105.609', '715.011']",37.713,40.902,42__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
4,65,2,1,42,42_pred_00016,0.176340,"['200.535', '465.644', '244.482', '506.387']",43.947,40.743,42__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
4,66,2,2,42,42_pred_00017,0.175310,"['689.084', '980.877', '731.896', '1023.025']",42.812,42.148,42__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
4,67,2,3,42,42_pred_00018,0.174824,"['806.752', '713.464', '848.607', '755.962']",41.855,42.498,42__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
4,68,2,4,42,42_pred_00020,0.170448,"['595.529', '1296.229', '637.344', '1338.889']",41.815,42.660,42__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
4,69,3,1,42,42_pred_00023,0.162877,"['449.062', '1190.040', '493.481', '1232.113']",44.419,42.073,42__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
4,70,3,2,42,42_pred_00024,0.162565,"['212.677', '174.315', '255.765', '216.094']",43.088,41.779,42__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
4,71,3,3,42,42_pred_00026,0.161141,"['677.018', '104.987', '719.282', '147.105']",42.264,42.118,42__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
4,72,3,4,42,42_pred_00027,0.160034,"['796.195', '651.402', '838.482', '693.293']",42.287,41.891,42__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
4,73,4,1,42,42_pred_00029,0.148681,"['465.658', '181.846', '508.499', '225.193']",42.841,43.347,42__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
4,74,4,2,42,42_pred_00032,0.143492,"['140.399', '352.014', '182.991', '396.395']",42.592,44.381,42__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
4,75,4,3,42,42_pred_00033,0.142846,"['819.370', '367.472', '860.808', '408.164']",41.438,40.692,42__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
4,76,4,4,42,42_pred_00034,0.142570,"['368.445', '1019.618', '411.787', '1064.219']",43.342,44.601,42__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
4,77,5,1,42,42_pred_00035,0.141691,"['61.061', '526.713', '103.142', '568.883']",42.081,42.170,42__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
4,78,5,2,42,42_pred_00036,0.141152,"['599.724', '1076.864', '635.804', '1117.410']",36.080,40.546,42__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
4,79,5,3,42,42_pred_00037,0.140448,"['650.882', '1132.948', '692.258', '1175.244']",41.376,42.296,42__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
4,80,5,4,42,42_pred_00038,0.140150,"['387.648', '892.605', '483.512', '963.995']",95.864,71.390,42__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
5,81,1,1,42,42_pred_00039,0.140134,"['748.845', '814.674', '793.282', '857.752']",44.437,43.078,42__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
5,82,1,2,42,42_pred_00040,0.139662,"['427.746', '614.408', '503.750', '680.888']",76.004,66.480,42__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
5,83,1,3,42,42_pred_00041,0.137830,"['1022.158', '448.070', '1064.745', '489.952']",42.587,41.882,42__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
5,84,1,4,42,42_pred_00042,0.137500,"['474.226', '630.212', '511.443', '671.074']",37.217,40.862,42__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
5,85,2,1,42,42_pred_00043,0.136819,"['847.605', '903.344', '889.877', '945.867']",42.272,42.523,42__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
5,86,2,2,42,42_pred_00047,0.133786,"['302.022', '122.162', '344.432', '165.811']",42.410,43.649,42__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
5,87,2,3,42,42_pred_00048,0.132642,"['734.857', '1134.384', '778.258', '1179.158']",43.401,44.774,42__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
5,88,2,4,42,42_pred_00050,0.130243,"['404.070', '809.282', '448.597', '853.058']",44.527,43.776,42__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
5,89,3,1,42,42_pred_00051,0.129694,"['675.980', '631.956', '717.161', '672.891']",41.181,40.935,42__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
5,90,3,2,42,42_pred_00052,0.129480,"['469.968', '910.515', '507.916', '951.471']",37.948,40.956,42__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
5,91,3,3,42,42_pred_00054,0.129196,"['691.488', '903.328', '732.403', '945.158']",40.915,41.830,42__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
5,92,3,4,42,42_pred_00056,0.128650,"['441.107', '186.943', '484.023', '228.901']",42.916,41.958,42__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
5,93,4,1,42,42_pred_00057,0.127732,"['649.686', '610.215', '694.499', '653.857']",44.813,43.642,42__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
5,94,4,2,42,42_pred_00060,0.125568,"['423.063', '226.667', '464.653', '268.171']",41.590,41.504,42__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
5,95,4,3,42,42_pred_00061,0.125397,"['791.092', '479.485', '834.854', '522.718']",43.762,43.233,42__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
5,96,4,4,42,42_pred_00062,0.125179,"['287.472', '80.434', '386.958', '144.258']",99.486,63.824,42__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
5,97,5,1,45,45_pred_00001,0.246521,"['940.138', '1115.580', '982.728', '1157.563']",42.590,41.983,45__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
5,98,5,2,45,45_pred_00002,0.217215,"['260.449', '283.683', '305.652', '330.435']",45.203,46.752,45__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
5,99,5,3,45,45_pred_00003,0.212640,"['250.081', '1136.625', '294.085', '1181.151']",44.004,44.526,45__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
5,100,5,4,45,45_pred_00004,0.210079,"['858.827', '651.250', '896.000', '691.149']",37.173,39.899,45__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
6,101,1,1,45,45_pred_00005,0.200041,"['283.320', '1192.663', '326.840', '1237.009']",43.520,44.346,45__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
6,102,1,2,45,45_pred_00007,0.178784,"['822.781', '160.884', '865.779', '203.740']",42.998,42.856,45__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
6,103,1,3,45,45_pred_00008,0.175709,"['814.330', '1186.973', '853.537', '1228.739']",39.207,41.766,45__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
6,104,1,4,45,45_pred_00010,0.163087,"['426.530', '370.495', '468.136', '411.497']",41.606,41.002,45__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
6,105,2,1,45,45_pred_00011,0.155487,"['93.619', '1137.460', '136.943', '1180.607']",43.324,43.147,45__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
6,106,2,2,45,45_pred_00014,0.149800,"['140.491', '912.667', '182.992', '954.607']",42.501,41.940,45__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
6,107,2,3,45,45_pred_00016,0.147530,"['791.468', '1216.989', '834.338', '1255.153']",42.870,38.164,45__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
6,108,2,4,45,45_pred_00018,0.146159,"['567.154', '968.990', '611.223', '1005.102']",44.069,36.112,45__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
6,109,3,1,45,45_pred_00019,0.145265,"['595.192', '174.867', '637.551', '217.302']",42.359,42.435,45__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
6,110,3,2,45,45_pred_00022,0.140015,"['58.258', '1250.824', '100.671', '1292.582']",42.413,41.758,45__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
6,111,3,3,45,45_pred_00023,0.139161,"['506.444', '950.268', '549.325', '994.733']",42.881,44.465,45__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
6,112,3,4,45,45_pred_00025,0.137559,"['508.541', '506.097', '550.736', '547.818']",42.195,41.721,45__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
6,113,4,1,45,45_pred_00026,0.137190,"['556.524', '985.021', '600.733', '1022.952']",44.209,37.931,45__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
6,114,4,2,45,45_pred_00027,0.136064,"['162.856', '993.059', '204.095', '1034.994']",41.239,41.935,45__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
6,115,4,3,45,45_pred_00028,0.132294,"['818.220', '205.973', '859.425', '245.688']",41.205,39.715,45__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
6,116,4,4,45,45_pred_00029,0.131895,"['460.522', '570.842', '504.280', '614.257']",43.758,43.415,45__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
6,117,5,1,45,45_pred_00030,0.129497,"['809.377', '829.757', '851.918', '873.584']",42.541,43.827,45__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
6,118,5,2,45,45_pred_00032,0.128820,"['222.971', '1251.062', '265.486', '1294.285']",42.515,43.223,45__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
6,119,5,3,45,45_pred_00033,0.128772,"['819.511', '183.720', '860.596', '224.360']",41.085,40.640,45__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
6,120,5,4,45,45_pred_00034,0.128525,"['833.251', '789.421', '876.453', '832.852']",43.202,43.431,45__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
7,121,1,1,45,45_pred_00035,0.127133,"['438.894', '1022.827', '482.602', '1064.733']",43.708,41.906,45__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
7,122,1,2,45,45_pred_00036,0.126670,"['615.821', '911.155', '657.768', '952.274']",41.947,41.119,45__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
7,123,1,3,45,45_pred_00037,0.125963,"['95.105', '289.504', '135.988', '334.317']",40.883,44.813,45__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
7,124,1,4,60,60_pred_00001,0.326065,"['166.602', '1311.916', '206.506', '1352.642']",39.904,40.726,60__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
7,125,2,1,60,60_pred_00003,0.257670,"['137.326', '1118.332', '179.493', '1161.744']",42.167,43.412,60__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
7,126,2,2,60,60_pred_00004,0.211038,"['715.317', '753.305', '757.655', '794.915']",42.338,41.610,60__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
7,127,2,3,60,60_pred_00005,0.210816,"['386.917', '693.151', '427.233', '733.970']",40.316,40.819,60__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
7,128,2,4,60,60_pred_00006,0.203545,"['858.512', '868.591', '900.997', '913.338']",42.485,44.747,60__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
7,129,3,1,60,60_pred_00007,0.194518,"['669.907', '506.062', '712.362', '549.331']",42.455,43.269,60__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
7,130,3,2,60,60_pred_00008,0.194444,"['172.796', '174.793', '215.312', '217.038']",42.516,42.245,60__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
7,131,3,3,60,60_pred_00010,0.185358,"['93.902', '978.539', '136.916', '1022.966']",43.014,44.427,60__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
7,132,3,4,60,60_pred_00012,0.181501,"['282.613', '1062.613', '325.564', '1108.517']",42.951,45.904,60__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
7,133,4,1,60,60_pred_00015,0.178688,"['1070.085', '431.453', '1106.650', '472.460']",36.565,41.007,60__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
7,134,4,2,60,60_pred_00016,0.177711,"['755.614', '367.767', '798.728', '414.022']",43.114,46.255,60__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
7,135,4,3,60,60_pred_00018,0.176672,"['125.042', '1312.733', '219.737', '1379.330']",94.695,66.597,60__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
7,136,4,4,60,60_pred_00019,0.170331,"['138.008', '1275.112', '178.877', '1316.386']",40.869,41.274,60__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
7,137,5,1,60,60_pred_00021,0.165540,"['942.805', '775.342', '985.712', '817.324']",42.907,41.982,60__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
7,138,5,2,60,60_pred_00022,0.165494,"['364.934', '1212.192', '406.640', '1255.339']",41.706,43.147,60__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
7,139,5,3,60,60_pred_00023,0.163648,"['212.124', '940.872', '254.664', '983.518']",42.540,42.646,60__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
7,140,5,4,60,60_pred_00024,0.163537,"['1004.898', '1045.546', '1047.478', '1087.866']",42.580,42.320,60__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
8,141,1,1,60,60_pred_00025,0.162013,"['758.670', '450.159', '800.719', '492.179']",42.049,42.020,60__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
8,142,1,2,60,60_pred_00027,0.159002,"['224.568', '1212.047', '265.300', '1252.837']",40.732,40.790,60__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
8,143,1,3,60,60_pred_00028,0.158471,"['465.000', '731.671', '504.924', '771.851']",39.924,40.180,60__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
8,144,1,4,60,60_pred_00030,0.156991,"['944.925', '324.706', '984.557', '365.389']",39.632,40.683,60__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
8,145,2,1,60,60_pred_00031,0.156210,"['567.491', '225.673', '608.568', '268.457']",41.077,42.784,60__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
8,146,2,2,60,60_pred_00033,0.153775,"['635.860', '1352.056', '677.955', '1395.423']",42.095,43.367,60__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
8,147,2,3,60,60_pred_00034,0.153318,"['484.844', '752.057', '527.893', '796.637']",43.049,44.580,60__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
8,148,2,4,60,60_pred_00035,0.152920,"['400.681', '431.923', '443.961', '474.478']",43.280,42.555,60__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
8,149,3,1,60,60_pred_00036,0.152248,"['301.951', '1290.196', '343.653', '1332.113']",41.702,41.917,60__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
8,150,3,2,60,60_pred_00039,0.148709,"['450.716', '605.689', '493.515', '652.921']",42.799,47.232,60__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
8,151,3,3,60,60_pred_00041,0.148346,"['141.688', '1334.109', '183.349', '1375.956']",41.661,41.847,60__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
8,152,3,4,60,60_pred_00042,0.148191,"['265.888', '1049.155', '308.822', '1095.279']",42.934,46.124,60__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
8,153,4,1,60,60_pred_00043,0.147640,"['1070.027', '247.527', '1108.000', '288.617']",37.973,41.090,60__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
8,154,4,2,60,60_pred_00044,0.146403,"['344.754', '1116.269', '387.845', '1159.061']",43.091,42.792,60__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
8,155,4,3,60,60_pred_00045,0.145760,"['79.994', '933.285', '122.493', '974.762']",42.499,41.477,60__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
8,156,4,4,60,60_pred_00046,0.145353,"['306.009', '100.612', '349.820', '143.115']",43.811,42.503,60__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
8,157,5,1,60,60_pred_00050,0.142774,"['79.272', '813.426', '123.689', '856.209']",44.417,42.783,60__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
8,158,5,2,60,60_pred_00051,0.141995,"['743.397', '1097.334', '785.848', '1140.239']",42.451,42.905,60__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
