page,cardIndex,row,column,sourceId,predictionId,score,box,width,height,tileId,tileOrigin,modelProfile,threshold
36,713,4,1,192,192_pred_00073,0.132935,"['224.015', '1312.523', '265.442', '1351.866']",41.427,39.343,192__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
36,714,4,2,192,192_pred_00079,0.128198,"['118.991', '1067.066', '158.877', '1108.336']",39.886,41.270,192__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
36,715,4,3,192,192_pred_00080,0.127319,"['702.083', '1121.908', '776.966', '1189.813']",74.883,67.905,192__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
36,716,4,4,192,192_pred_00081,0.126559,"['451.208', '1008.583', '551.650', '1080.834']",100.442,72.251,192__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
36,717,5,1,192,192_pred_00082,0.126401,"['556.074', '1253.617', '599.478', '1298.059']",43.404,44.442,192__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
36,718,5,2,192,192_pred_00084,0.125929,"['38.211', '1332.543', '78.732', '1373.179']",40.521,40.636,192__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
36,719,5,3,192,192_pred_00086,0.125581,"['472.249', '1377.390', '509.626', '1420.875']",37.377,43.485,192__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
36,720,5,4,195,195_pred_00004,0.238798,"['1068.874', '463.022', '1107.103', '504.990']",38.229,41.968,195__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
37,721,1,1,195,195_pred_00006,0.209746,"['704.571', '888.585', '749.029', '933.087']",44.458,44.502,195__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
37,722,1,2,195,195_pred_00007,0.207005,"['472.522', '62.688', '509.962', '104.665']",37.440,41.977,195__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
37,723,1,3,195,195_pred_00009,0.202584,"['832.555', '909.416', '876.736', '952.998']",44.181,43.582,195__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
37,724,1,4,195,195_pred_00010,0.201339,"['793.333', '265.018', '836.507', '309.626']",43.174,44.608,195__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
37,725,2,1,195,195_pred_00013,0.194145,"['1002.210', '729.729', '1044.105', '772.654']",41.895,42.925,195__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
37,726,2,2,195,195_pred_00015,0.191585,"['833.427', '1114.590', '878.067', '1158.919']",44.640,44.329,195__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
37,727,2,3,195,195_pred_00016,0.190879,"['635.155', '1412.378', '679.793', '1452.472']",44.638,40.094,195__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
37,728,2,4,195,195_pred_00017,0.190782,"['695.263', '323.653', '739.462', '369.646']",44.199,45.993,195__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
37,729,3,1,195,195_pred_00018,0.190257,"['733.934', '3.535', '776.365', '43.416']",42.431,39.881,195__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
37,730,3,2,195,195_pred_00019,0.176723,"['18.485', '1256.845', '58.568', '1298.627']",40.083,41.782,195__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
37,731,3,3,195,195_pred_00020,0.174708,"['770.825', '1044.769', '813.131', '1089.742']",42.306,44.973,195__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
37,732,3,4,195,195_pred_00021,0.174097,"['62.458', '101.247', '104.173', '143.667']",41.715,42.420,195__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
37,733,4,1,195,195_pred_00022,0.171696,"['157.302', '1116.107', '201.577', '1158.480']",44.275,42.373,195__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
37,734,4,2,195,195_pred_00023,0.171520,"['858.967', '1113.145', '904.164', '1158.650']",45.197,45.505,195__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
37,735,4,3,195,195_pred_00024,0.169117,"['476.375', '1053.903', '512.000', '1095.501']",35.625,41.598,195__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
37,736,4,4,195,195_pred_00026,0.161344,"['140.432', '1094.057', '185.007', '1137.430']",44.575,43.373,195__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
37,737,5,1,195,195_pred_00027,0.159860,"['1023.879', '432.000', '1066.494', '472.511']",42.615,40.511,195__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
37,738,5,2,195,195_pred_00028,0.157829,"['120.154', '1207.567', '165.387', '1253.692']",45.233,46.125,195__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
37,739,5,3,195,195_pred_00029,0.157745,"['1020.669', '1029.156', '1064.143', '1075.290']",43.474,46.134,195__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
37,740,5,4,195,195_pred_00032,0.150178,"['449.788', '931.419', '492.872', '974.398']",43.084,42.979,195__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
38,741,1,1,195,195_pred_00033,0.150166,"['831.270', '42.425', '873.930', '84.986']",42.660,42.561,195__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
38,742,1,2,195,195_pred_00034,0.148686,"['423.257', '1353.141', '466.505', '1396.090']",43.248,42.949,195__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
38,743,1,3,195,195_pred_00035,0.148519,"['542.720', '141.030', '586.622', '188.200']",43.902,47.170,195__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
38,744,1,4,195,195_pred_00036,0.148300,"['408.278', '446.068', '451.665', '488.294']",43.387,42.226,195__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
38,745,2,1,195,195_pred_00037,0.146303,"['449.539', '366.710', '493.666', '409.280']",44.127,42.570,195__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
38,746,2,2,195,195_pred_00038,0.146206,"['366.285', '1224.897', '411.405', '1267.525']",45.120,42.628,195__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
38,747,2,3,195,195_pred_00040,0.142886,"['366.969', '287.744', '409.485', '332.262']",42.516,44.518,195__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
38,748,2,4,195,195_pred_00041,0.142254,"['834.980', '1210.839', '879.120', '1253.887']",44.140,43.048,195__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
38,749,3,1,195,195_pred_00042,0.141289,"['423.351', '1045.060', '465.428', '1089.096']",42.077,44.036,195__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
38,750,3,2,195,195_pred_00043,0.141204,"['899.923', '1156.185', '945.029', '1200.472']",45.106,44.287,195__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
38,751,3,3,195,195_pred_00047,0.138178,"['98.426', '1271.885', '142.345', '1316.150']",43.919,44.265,195__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
38,752,3,4,195,195_pred_00048,0.137183,"['290.511', '215.959', '332.646', '257.402']",42.135,41.443,195__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
38,753,4,1,195,195_pred_00050,0.136618,"['53.401', '1176.317', '97.268', '1221.098']",43.867,44.781,195__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
38,754,4,2,195,195_pred_00051,0.136149,"['244.912', '1078.394', '292.331', '1124.994']",47.419,46.600,195__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
38,755,4,3,195,195_pred_00053,0.134781,"['102.627', '972.160', '143.987', '1012.995']",41.360,40.835,195__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
38,756,4,4,195,195_pred_00054,0.134718,"['387.618', '1004.608', '430.405', '1048.037']",42.787,43.429,195__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
38,757,5,1,195,195_pred_00055,0.134370,"['141.081', '1292.662', '184.089', '1338.096']",43.008,45.434,195__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
38,758,5,2,195,195_pred_00056,0.133551,"['647.551', '1395.773', '691.546', '1438.256']",43.995,42.483,195__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
38,759,5,3,195,195_pred_00058,0.132802,"['862.021', '261.136', '903.288', '304.897']",41.267,43.761,195__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
38,760,5,4,195,195_pred_00060,0.131349,"['473.828', '948.555', '512.000', '991.887']",38.172,43.332,195__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
39,761,1,1,195,195_pred_00061,0.131000,"['830.081', '1168.385', '874.799', '1216.623']",44.718,48.238,195__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
39,762,1,2,195,195_pred_00062,0.129119,"['808.995', '1067.045', '850.642', '1110.424']",41.647,43.379,195__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
39,763,1,3,195,195_pred_00064,0.128728,"['1068.820', '869.547', '1105.710', '911.917']",36.890,42.370,195__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
39,764,1,4,195,195_pred_00066,0.127290,"['667.219', '1145.190', '711.013', '1187.988']",43.794,42.798,195__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
39,765,2,1,195,195_pred_00067,0.127029,"['20.538', '1189.747', '62.640', '1231.850']",42.102,42.103,195__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
39,766,2,2,195,195_pred_00070,0.125563,"['900.267', '692.546', '943.504', '734.909']",43.237,42.363,195__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
39,767,2,3,195,195_pred_00071,0.125444,"['488.194', '787.352', '530.653', '831.777']",42.459,44.425,195__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
39,768,2,4,195,195_pred_00072,0.125303,"['54.531', '902.890', '96.842', '945.192']",42.311,42.302,195__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
39,769,3,1,195,195_pred_00073,0.125092,"['602.832', '760.064', '640.166', '796.273']",37.334,36.209,195__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
39,770,3,2,197,197_pred_00001,0.270576,"['791.262', '38.598', '833.935', '81.863']",42.673,43.265,197__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
39,771,3,3,197,197_pred_00004,0.207920,"['856.179', '710.601', '892.672', '753.018']",36.493,42.417,197__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
39,772,3,4,197,197_pred_00005,0.207380,"['729.773', '407.591', '772.287', '450.641']",42.514,43.050,197__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
39,773,4,1,197,197_pred_00006,0.206523,"['59.126', '5.475', '102.667', '38.940']",43.541,33.465,197__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
39,774,4,2,197,197_pred_00007,0.203493,"['55.603', '978.638', '97.631', '1022.266']",42.028,43.628,197__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
39,775,4,3,197,197_pred_00009,0.192901,"['815.808', '710.143', '861.740', '754.547']",45.932,44.404,197__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
39,776,4,4,197,197_pred_00010,0.191582,"['900.781', '145.586', '942.520', '187.880']",41.739,42.294,197__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
39,777,5,1,197,197_pred_00011,0.190166,"['246.773', '931.436', '286.951', '973.420']",40.178,41.984,197__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
39,778,5,2,197,197_pred_00013,0.184172,"['813.434', '808.285', '859.141', '852.121']",45.707,43.836,197__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
39,779,5,3,197,197_pred_00014,0.179637,"['429.549', '187.445', '470.306', '229.350']",40.757,41.905,197__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
39,780,5,4,197,197_pred_00018,0.169280,"['555.787', '369.931', '599.990', '411.315']",44.203,41.384,197__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
40,781,1,1,197,197_pred_00019,0.167950,"['921.529', '551.359', '965.200', '593.503']",43.671,42.144,197__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
40,782,1,2,197,197_pred_00020,0.166819,"['599.158', '733.456', '636.113', '773.815']",36.955,40.359,197__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
40,783,1,3,197,197_pred_00021,0.166525,"['387.843', '143.230', '432.423', '185.475']",44.580,42.245,197__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
40,784,1,4,197,197_pred_00022,0.165595,"['567.416', '732.915', '610.181', '775.485']",42.765,42.570,197__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
40,785,2,1,197,197_pred_00023,0.163239,"['854.869', '1074.785', '892.299', '1117.172']",37.430,42.387,197__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
40,786,2,2,197,197_pred_00024,0.162165,"['611.411', '688.672', '656.019', '734.546']",44.608,45.874,197__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
40,787,2,3,197,197_pred_00025,0.159624,"['779.468', '1149.036', '821.949', '1191.881']",42.481,42.845,197__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
40,788,2,4,197,197_pred_00026,0.159621,"['834.428', '22.753', '876.770', '63.332']",42.342,40.579,197__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
40,789,3,1,197,197_pred_00028,0.156212,"['523.550', '1189.504', '568.785', '1232.549']",45.235,43.045,197__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
40,790,3,2,197,197_pred_00029,0.154478,"['1068.805', '1293.727', '1105.756', '1335.249']",36.951,41.522,197__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
40,791,3,3,197,197_pred_00030,0.153973,"['946.066', '283.669', '988.034', '325.775']",41.968,42.106,197__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
40,792,3,4,197,197_pred_00031,0.149897,"['728.926', '135.989', '771.623', '177.446']",42.697,41.457,197__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
40,793,4,1,197,197_pred_00032,0.147848,"['77.493', '1187.639', '123.224', '1231.587']",45.731,43.948,197__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
40,794,4,2,197,197_pred_00033,0.146902,"['964.017', '666.635', '1012.373', '713.835']",48.356,47.200,197__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
40,795,4,3,197,197_pred_00035,0.145120,"['771.952', '123.394', '813.361', '164.146']",41.409,40.752,197__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
40,796,4,4,197,197_pred_00037,0.144160,"['837.851', '6.182', '882.460', '37.208']",44.609,31.026,197__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
40,797,5,1,197,197_pred_00038,0.142123,"['802.019', '566.573', '844.361', '609.196']",42.342,42.623,197__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
40,798,5,2,197,197_pred_00039,0.140744,"['757.808', '750.755', '802.937', '794.281']",45.129,43.526,197__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
40,799,5,3,197,197_pred_00040,0.139777,"['751.856', '807.078', '792.820', '848.151']",40.964,41.073,197__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
40,800,5,4,197,197_pred_00042,0.139280,"['421.353', '1228.704', '464.299', '1271.150']",42.946,42.446,197__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
41,801,1,1,197,197_pred_00043,0.139059,"['122.197', '1043.762', '163.212', '1087.952']",41.015,44.190,197__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
41,802,1,2,197,197_pred_00044,0.138305,"['689.628', '1334.208', '733.016', '1377.583']",43.388,43.375,197__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
41,803,1,3,197,197_pred_00045,0.137829,"['424.759', '1197.019', '468.098', '1239.148']",43.339,42.129,197__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
41,804,1,4,197,197_pred_00046,0.136086,"['139.610', '1027.714', '180.913', '1071.623']",41.303,43.909,197__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
41,805,2,1,197,197_pred_00047,0.135079,"['810.072', '26.396', '852.040', '66.868']",41.968,40.472,197__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
41,806,2,2,197,197_pred_00048,0.134868,"['770.071', '409.944', '813.774', '452.538']",43.703,42.594,197__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
41,807,2,3,197,197_pred_00051,0.134172,"['651.058', '410.940', '694.525', '453.403']",43.467,42.463,197__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
41,808,2,4,197,197_pred_00052,0.133997,"['407.452', '969.593', '452.575', '1013.156']",45.123,43.563,197__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
41,809,3,1,197,197_pred_00054,0.133026,"['451.093', '827.945', '495.602', '872.469']",44.509,44.524,197__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
41,810,3,2,197,197_pred_00055,0.132379,"['689.690', '96.720', '733.380', '138.316']",43.690,41.596,197__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
41,811,3,3,197,197_pred_00056,0.132055,"['42.567', '1209.957', '82.774', '1251.566']",40.207,41.609,197__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
41,812,3,4,197,197_pred_00057,0.131241,"['423.913', '122.925', '464.868', '163.581']",40.955,40.656,197__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
41,813,4,1,197,197_pred_00058,0.131213,"['635.702', '505.721', '679.004', '548.038']",43.302,42.317,197__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
41,814,4,2,197,197_pred_00063,0.128157,"['834.147', '1271.665', '877.118', '1313.505']",42.971,41.840,197__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
41,815,4,3,197,197_pred_00064,0.127651,"['41.648', '484.861', '83.467', '527.471']",41.819,42.610,197__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
41,816,4,4,197,197_pred_00065,0.127403,"['1024.633', '1190.176', '1066.590', '1232.878']",41.957,42.702,197__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
41,817,5,1,197,197_pred_00066,0.127130,"['1043.327', '865.154', '1083.372', '906.349']",40.045,41.195,197__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
41,818,5,2,197,197_pred_00067,0.125740,"['447.890', '1047.190', '491.321', '1092.732']",43.431,45.542,197__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
41,819,5,3,197,197_pred_00068,0.125551,"['981.241', '691.714', '1024.092', '734.973']",42.851,43.259,197__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
41,820,5,4,197,197_pred_00069,0.125467,"['750.396', '428.243', '792.990', '470.463']",42.594,42.220,197__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
42,821,1,1,197,197_pred_00070,0.125451,"['325.093', '846.239', '368.897', '889.292']",43.804,43.053,197__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
42,822,1,2,198,198_pred_00001,0.341954,"['1002.894', '954.840', '1045.505', '996.810']",42.611,41.970,198__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
42,823,1,3,198,198_pred_00004,0.289453,"['474.769', '815.002', '510.981', '855.789']",36.212,40.787,198__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
42,824,1,4,198,198_pred_00005,0.271606,"['405.616', '888.551', '449.290', '931.768']",43.674,43.217,198__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
42,825,2,1,198,198_pred_00006,0.234175,"['768.152', '213.120', '809.525', '255.885']",41.373,42.765,198__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
42,826,2,2,198,198_pred_00007,0.233341,"['1069.600', '972.729', '1106.634', '1014.600']",37.034,41.871,198__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
42,827,2,3,198,198_pred_00008,0.233128,"['655.690', '266.747', '697.663', '310.157']",41.973,43.410,198__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
42,828,2,4,198,198_pred_00010,0.220400,"['729.262', '172.723', '770.831', '216.394']",41.569,43.671,198__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
42,829,3,1,198,198_pred_00011,0.219257,"['1047.170', '143.662', '1090.638', '186.001']",43.468,42.339,198__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
42,830,3,2,198,198_pred_00013,0.195897,"['675.763', '203.209', '718.401', '246.170']",42.638,42.961,198__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
42,831,3,3,198,198_pred_00014,0.195303,"['729.054', '249.797', '771.642', '293.107']",42.588,43.310,198__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
42,832,3,4,198,198_pred_00015,0.195005,"['779.904', '1231.738', '820.549', '1273.379']",40.645,41.641,198__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
42,833,4,1,198,198_pred_00017,0.193606,"['77.090', '140.834', '121.948', '183.707']",44.858,42.873,198__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
42,834,4,2,198,198_pred_00019,0.185331,"['739.483', '975.066', '780.846', '1017.885']",41.363,42.819,198__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
42,835,4,3,198,198_pred_00021,0.182255,"['39.331', '1149.593', '83.075', '1194.452']",43.744,44.859,198__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
42,836,4,4,198,198_pred_00023,0.176383,"['450.243', '770.303', '494.171', '806.112']",43.928,35.809,198__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
42,837,5,1,198,198_pred_00025,0.176246,"['139.764', '1083.181', '184.971', '1128.252']",45.207,45.071,198__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
42,838,5,2,198,198_pred_00026,0.175482,"['835.144', '1188.636', '878.262', '1232.758']",43.118,44.122,198__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
42,839,5,3,198,198_pred_00028,0.170445,"['1052.454', '927.457', '1096.372', '971.574']",43.918,44.117,198__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
42,840,5,4,198,198_pred_00030,0.170024,"['857.129', '815.756', '894.232', '855.986']",37.103,40.230,198__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
43,841,1,1,198,198_pred_00031,0.168614,"['778.746', '364.457', '821.834', '408.835']",43.088,44.378,198__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
43,842,1,2,198,198_pred_00035,0.164861,"['1003.576', '984.374', '1047.263', '1022.819']",43.687,38.445,198__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
43,843,1,3,198,198_pred_00036,0.164731,"['1022.792', '1232.574', '1065.820', '1273.447']",43.028,40.873,198__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
43,844,1,4,198,198_pred_00039,0.162986,"['1046.393', '869.389', '1090.216', '911.023']",43.823,41.634,198__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
43,845,2,1,198,198_pred_00040,0.160975,"['210.823', '1177.531', '253.942', '1221.691']",43.119,44.160,198__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
43,846,2,2,198,198_pred_00041,0.160947,"['651.028', '824.499', '695.701', '866.987']",44.673,42.488,198__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
43,847,2,3,198,198_pred_00042,0.158367,"['921.852', '370.096', '964.585', '414.020']",42.733,43.924,198__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
43,848,2,4,198,198_pred_00043,0.158283,"['1045.025', '241.350', '1089.750', '284.844']",44.725,43.494,198__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
43,849,3,1,198,198_pred_00044,0.157864,"['922.086', '327.800', '965.499', '370.296']",43.413,42.496,198__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
43,850,3,2,198,198_pred_00045,0.157337,"['451.260', '807.998', '494.903', '850.319']",43.643,42.321,198__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
43,851,3,3,198,198_pred_00046,0.157016,"['451.108', '528.268', '494.362', '570.833']",43.254,42.565,198__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
43,852,3,4,198,198_pred_00047,0.156107,"['941.401', '184.074', '986.402', '227.961']",45.001,43.887,198__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
43,853,4,1,198,198_pred_00048,0.155877,"['609.957', '384.545', '656.438', '430.315']",46.481,45.770,198__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
43,854,4,2,198,198_pred_00051,0.154671,"['886.344', '441.219', '929.213', '484.788']",42.869,43.569,198__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
43,855,4,3,198,198_pred_00054,0.150292,"['984.633', '477.722', '1032.053', '526.900']",47.420,49.178,198__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
43,856,4,4,198,198_pred_00055,0.149163,"['770.799', '1139.024', '811.484', '1182.856']",40.685,43.832,198__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
43,857,5,1,198,198_pred_00057,0.147285,"['943.891', '504.220', '984.729', '548.635']",40.838,44.415,198__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
43,858,5,2,198,198_pred_00059,0.144438,"['879.892', '1114.648', '924.177', '1158.346']",44.285,43.698,198__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
43,859,5,3,198,198_pred_00060,0.143228,"['982.003', '790.593', '1023.466', '832.449']",41.463,41.856,198__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
43,860,5,4,198,198_pred_00061,0.142902,"['734.887', '889.967', '779.606', '933.335']",44.719,43.368,198__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
44,861,1,1,198,198_pred_00063,0.142189,"['80.855', '731.089', '122.956', '775.143']",42.101,44.054,198__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
44,862,1,2,198,198_pred_00065,0.140459,"['674.144', '283.675', '718.994', '327.567']",44.850,43.892,198__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
44,863,1,3,198,198_pred_00066,0.140431,"['644.946', '1009.877', '689.908', '1052.666']",44.962,42.789,198__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
44,864,1,4,198,198_pred_00067,0.138632,"['474.296', '432.118', '510.527', '472.200']",36.231,40.082,198__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
44,865,2,1,198,198_pred_00069,0.137988,"['305.159', '674.903', '344.912', '712.760']",39.753,37.857,198__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
44,866,2,2,198,198_pred_00071,0.136610,"['1047.461', '950.624', '1089.846', '992.454']",42.385,41.830,198__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
44,867,2,3,198,198_pred_00072,0.136604,"['527.002', '62.206', '570.581', '104.108']",43.579,41.902,198__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
44,868,2,4,198,198_pred_00074,0.135556,"['616.033', '1046.677', '659.091', '1090.398']",43.058,43.721,198__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
44,869,3,1,198,198_pred_00075,0.135548,"['367.321', '431.502', '408.367', '473.154']",41.046,41.652,198__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
44,870,3,2,198,198_pred_00078,0.134546,"['960.830', '812.351', '1003.817', '853.659']",42.987,41.308,198__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
